Method,rho2,param_y,MAE
MIDAST[MMD],-0.0,5.0,110.0
e-Divisive,-0.0,5.0,14.0
KCPA,-0.0,5.0,75.0
Neural-ECF,-0.0,5.0,
MIDAST[KS],-0.0,5.0,140.0
MIDAST[MMD],-0.0,5.0,100.0
e-Divisive,-0.0,5.0,36.0
KCPA,-0.0,5.0,335.0
Neural-ECF,-0.0,5.0,
MIDAST[KS],-0.0,5.0,60.0
MIDAST[MMD],-0.0,5.0,140.0
e-Divisive,-0.0,5.0,130.0
KCPA,-0.0,5.0,5.0
Neural-ECF,0.3,5.0,45.0
MIDAST[KS],0.3,5.0,170.0
MIDAST[MMD],0.3,5.0,110.0
e-Divisive,0.3,5.0,23.0
KCPA,0.3,5.0,35.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,40.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,36.0
KCPA,0.3,5.0,310.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,15.0
KCPA,0.3,5.0,391.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,70.0
MIDAST[MMD],0.3,5.0,60.0
e-Divisive,0.3,5.0,45.0
KCPA,0.3,5.0,45.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,220.0
MIDAST[MMD],0.3,5.0,20.0
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,5.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,60.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,221.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,70.0
MIDAST[MMD],0.3,5.0,50.0
e-Divisive,0.3,5.0,18.0
KCPA,0.3,5.0,86.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,50.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,17.0
KCPA,0.3,5.0,450.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,0.0
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,62.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,140.0
MIDAST[MMD],0.3,5.0,140.0
e-Divisive,0.3,5.0,31.0
KCPA,0.3,5.0,152.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,170.0
e-Divisive,0.3,5.0,3.0
KCPA,0.3,5.0,157.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,300.0
MIDAST[MMD],0.3,5.0,150.0
e-Divisive,0.3,5.0,47.0
KCPA,0.3,5.0,174.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,60.0
MIDAST[MMD],0.3,5.0,70.0
e-Divisive,0.3,5.0,5.0
KCPA,0.3,5.0,0.0
Neural-ECF,0.3,5.0,272.0
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,84.0
KCPA,0.3,5.0,86.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,180.0
MIDAST[MMD],0.3,5.0,110.0
e-Divisive,0.3,5.0,46.0
KCPA,0.3,5.0,46.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,30.0
MIDAST[MMD],0.3,5.0,40.0
e-Divisive,0.3,5.0,14.0
KCPA,0.3,5.0,6.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,50.0
MIDAST[MMD],0.3,5.0,50.0
e-Divisive,0.3,5.0,3.0
KCPA,0.3,5.0,50.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,110.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,19.0
KCPA,0.3,5.0,11.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,230.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,135.0
KCPA,0.3,5.0,440.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,90.0
MIDAST[MMD],0.3,5.0,80.0
e-Divisive,0.3,5.0,8.0
KCPA,0.3,5.0,92.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,159.0
KCPA,0.3,5.0,181.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,80.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,51.0
KCPA,0.3,5.0,44.0
Neural-ECF,0.3,5.0,9.0
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,31.0
KCPA,0.3,5.0,441.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,317.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,13.0
KCPA,0.3,5.0,354.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,20.0
e-Divisive,0.3,5.0,15.0
KCPA,0.3,5.0,278.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,270.0
e-Divisive,0.3,5.0,124.0
KCPA,0.3,5.0,376.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,290.0
MIDAST[MMD],0.3,5.0,0.0
e-Divisive,0.3,5.0,3.0
KCPA,0.3,5.0,3.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,190.0
MIDAST[MMD],0.3,5.0,190.0
e-Divisive,0.3,5.0,88.0
KCPA,0.3,5.0,193.0
Neural-ECF,0.3,5.0,193.0
MIDAST[KS],0.3,5.0,40.0
MIDAST[MMD],0.3,5.0,50.0
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,420.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,30.0
MIDAST[MMD],0.3,5.0,30.0
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,395.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,150.0
MIDAST[MMD],0.3,5.0,150.0
e-Divisive,0.3,5.0,150.0
KCPA,0.3,5.0,313.0
Neural-ECF,0.3,5.0,55.0
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,290.0
e-Divisive,0.3,5.0,0.0
KCPA,0.3,5.0,9.0
Neural-ECF,0.3,5.0,168.0
MIDAST[KS],0.3,5.0,80.0
MIDAST[MMD],0.3,5.0,40.0
e-Divisive,0.3,5.0,16.0
KCPA,0.3,5.0,418.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,110.0
MIDAST[MMD],0.3,5.0,110.0
e-Divisive,0.3,5.0,60.0
KCPA,0.3,5.0,107.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,120.0
MIDAST[MMD],0.3,5.0,100.0
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,84.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,8.0
KCPA,0.3,5.0,4.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,270.0
MIDAST[MMD],0.3,5.0,20.0
e-Divisive,0.3,5.0,30.0
KCPA,0.3,5.0,20.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,110.0
MIDAST[MMD],0.3,5.0,120.0
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,109.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,270.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,69.0
KCPA,0.3,5.0,32.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,160.0
MIDAST[MMD],0.3,5.0,160.0
e-Divisive,0.3,5.0,9.0
KCPA,0.3,5.0,159.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,80.0
MIDAST[MMD],0.3,5.0,30.0
e-Divisive,0.3,5.0,57.0
KCPA,0.3,5.0,66.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,120.0
MIDAST[MMD],0.3,5.0,40.0
e-Divisive,0.3,5.0,10.0
KCPA,0.3,5.0,113.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,100.0
MIDAST[MMD],0.3,5.0,40.0
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,9.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,140.0
MIDAST[MMD],0.3,5.0,290.0
e-Divisive,0.3,5.0,67.0
KCPA,0.3,5.0,194.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,80.0
e-Divisive,0.3,5.0,3.0
KCPA,0.3,5.0,3.0
Neural-ECF,0.3,5.0,88.0
MIDAST[KS],0.3,5.0,80.0
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,28.0
KCPA,0.3,5.0,13.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,61.0
KCPA,0.3,5.0,61.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,100.0
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,23.0
KCPA,0.3,5.0,99.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,120.0
MIDAST[MMD],0.3,5.0,70.0
e-Divisive,0.3,5.0,6.0
KCPA,0.3,5.0,373.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,20.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,1.0
KCPA,0.3,5.0,79.0
Neural-ECF,0.3,5.0,268.0
MIDAST[KS],0.3,5.0,20.0
MIDAST[MMD],0.3,5.0,260.0
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,119.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,13.0
KCPA,0.3,5.0,13.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,100.0
e-Divisive,0.3,5.0,1.0
KCPA,0.3,5.0,1.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,90.0
MIDAST[MMD],0.3,5.0,50.0
e-Divisive,0.3,5.0,178.0
KCPA,0.3,5.0,442.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,13.0
KCPA,0.3,5.0,380.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,180.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,22.0
KCPA,0.3,5.0,441.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,25.0
KCPA,0.3,5.0,348.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,300.0
MIDAST[MMD],0.3,5.0,300.0
e-Divisive,0.3,5.0,17.0
KCPA,0.3,5.0,17.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,60.0
e-Divisive,0.3,5.0,417.0
KCPA,0.3,5.0,450.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,100.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,9.0
KCPA,0.3,5.0,45.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,300.0
MIDAST[MMD],0.3,5.0,290.0
e-Divisive,0.3,5.0,14.0
KCPA,0.3,5.0,227.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,110.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,9.0
KCPA,0.3,5.0,449.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,90.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,6.0
KCPA,0.3,5.0,365.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,18.0
KCPA,0.3,5.0,428.0
Neural-ECF,0.3,5.0,252.0
MIDAST[KS],0.3,5.0,280.0
MIDAST[MMD],0.3,5.0,240.0
e-Divisive,0.3,5.0,288.0
KCPA,0.3,5.0,281.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,248.0
KCPA,0.3,5.0,248.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,280.0
e-Divisive,0.3,5.0,32.0
KCPA,0.3,5.0,8.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,99.0
KCPA,0.3,5.0,99.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,244.0
KCPA,0.3,5.0,8.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,290.0
MIDAST[MMD],0.3,5.0,280.0
e-Divisive,0.3,5.0,60.0
KCPA,0.3,5.0,60.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,50.0
MIDAST[MMD],0.3,5.0,0.0
e-Divisive,0.3,5.0,21.0
KCPA,0.3,5.0,43.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,50.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,40.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,190.0
MIDAST[MMD],0.3,5.0,100.0
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,70.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,10.0
e-Divisive,0.3,5.0,1.0
KCPA,0.3,5.0,1.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,30.0
e-Divisive,0.3,5.0,50.0
KCPA,0.3,5.0,4.0
Neural-ECF,0.3,5.0,78.0
MIDAST[KS],0.3,5.0,180.0
MIDAST[MMD],0.3,5.0,70.0
e-Divisive,0.3,5.0,100.0
KCPA,0.3,5.0,177.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,150.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,78.0
KCPA,0.3,5.0,63.0
Neural-ECF,0.3,5.0,4.0
MIDAST[KS],0.3,5.0,20.0
MIDAST[MMD],0.3,5.0,70.0
e-Divisive,0.3,5.0,9.0
KCPA,0.3,5.0,3.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,0.0
e-Divisive,0.3,5.0,6.0
KCPA,0.3,5.0,6.0
Neural-ECF,0.3,5.0,256.0
MIDAST[KS],0.3,5.0,20.0
MIDAST[MMD],0.3,5.0,30.0
e-Divisive,0.3,5.0,4.0
KCPA,0.3,5.0,4.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,20.0
e-Divisive,0.3,5.0,18.0
KCPA,0.3,5.0,33.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,140.0
MIDAST[MMD],0.3,5.0,160.0
e-Divisive,0.3,5.0,101.0
KCPA,0.3,5.0,143.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,280.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,330.0
KCPA,0.3,5.0,337.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,90.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,2.0
KCPA,0.3,5.0,55.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,190.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,11.0
KCPA,0.3,5.0,18.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,30.0
MIDAST[MMD],0.3,5.0,190.0
e-Divisive,0.3,5.0,8.0
KCPA,0.3,5.0,8.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,10.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,184.0
KCPA,0.3,5.0,381.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,210.0
MIDAST[MMD],0.3,5.0,0.0
e-Divisive,0.3,5.0,10.0
KCPA,0.3,5.0,112.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,210.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,11.0
KCPA,0.3,5.0,232.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,
MIDAST[MMD],0.3,5.0,90.0
e-Divisive,0.3,5.0,67.0
KCPA,0.3,5.0,67.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,20.0
MIDAST[MMD],0.3,5.0,220.0
e-Divisive,0.3,5.0,449.0
KCPA,0.3,5.0,448.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,240.0
MIDAST[MMD],0.3,5.0,40.0
e-Divisive,0.3,5.0,6.0
KCPA,0.3,5.0,6.0
Neural-ECF,0.3,5.0,87.0
MIDAST[KS],0.3,5.0,50.0
MIDAST[MMD],0.3,5.0,100.0
e-Divisive,0.3,5.0,116.0
KCPA,0.3,5.0,5.0
Neural-ECF,0.3,5.0,7.0
MIDAST[KS],0.3,5.0,30.0
MIDAST[MMD],0.3,5.0,50.0
e-Divisive,0.3,5.0,24.0
KCPA,0.3,5.0,24.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,160.0
MIDAST[MMD],0.3,5.0,80.0
e-Divisive,0.3,5.0,21.0
KCPA,0.3,5.0,161.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,80.0
MIDAST[MMD],0.3,5.0,300.0
e-Divisive,0.3,5.0,23.0
KCPA,0.3,5.0,373.0
Neural-ECF,0.3,5.0,285.0
MIDAST[KS],0.3,5.0,200.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,7.0
KCPA,0.3,5.0,136.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,60.0
MIDAST[MMD],0.3,5.0,
e-Divisive,0.3,5.0,17.0
KCPA,0.3,5.0,359.0
Neural-ECF,0.3,5.0,
MIDAST[KS],0.3,5.0,0.0
MIDAST[MMD],0.3,5.0,30.0
e-Divisive,0.3,5.0,27.0
KCPA,0.3,5.0,31.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,8.0
KCPA,0.6,5.0,7.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,250.0
MIDAST[MMD],0.6,5.0,290.0
e-Divisive,0.6,5.0,383.0
KCPA,0.6,5.0,136.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,210.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,1.0
KCPA,0.6,5.0,25.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,170.0
MIDAST[MMD],0.6,5.0,240.0
e-Divisive,0.6,5.0,215.0
KCPA,0.6,5.0,170.0
Neural-ECF,0.6,5.0,187.0
MIDAST[KS],0.6,5.0,50.0
MIDAST[MMD],0.6,5.0,60.0
e-Divisive,0.6,5.0,53.0
KCPA,0.6,5.0,47.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,190.0
MIDAST[MMD],0.6,5.0,190.0
e-Divisive,0.6,5.0,28.0
KCPA,0.6,5.0,35.0
Neural-ECF,0.6,5.0,243.0
MIDAST[KS],0.6,5.0,150.0
MIDAST[MMD],0.6,5.0,150.0
e-Divisive,0.6,5.0,152.0
KCPA,0.6,5.0,151.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,10.0
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,7.0
KCPA,0.6,5.0,7.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,38.0
KCPA,0.6,5.0,265.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,170.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,12.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,190.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,102.0
KCPA,0.6,5.0,65.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,131.0
KCPA,0.6,5.0,12.0
Neural-ECF,0.6,5.0,138.0
MIDAST[KS],0.6,5.0,40.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,250.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,40.0
MIDAST[MMD],0.6,5.0,20.0
e-Divisive,0.6,5.0,7.0
KCPA,0.6,5.0,7.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,0.0
MIDAST[MMD],0.6,5.0,70.0
e-Divisive,0.6,5.0,100.0
KCPA,0.6,5.0,3.0
Neural-ECF,0.6,5.0,265.0
MIDAST[KS],0.6,5.0,80.0
MIDAST[MMD],0.6,5.0,290.0
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,256.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,230.0
MIDAST[MMD],0.6,5.0,130.0
e-Divisive,0.6,5.0,18.0
KCPA,0.6,5.0,36.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,30.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,190.0
KCPA,0.6,5.0,5.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,80.0
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,110.0
KCPA,0.6,5.0,35.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,1.0
KCPA,0.6,5.0,33.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,170.0
MIDAST[MMD],0.6,5.0,240.0
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,164.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,70.0
MIDAST[MMD],0.6,5.0,20.0
e-Divisive,0.6,5.0,31.0
KCPA,0.6,5.0,31.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,90.0
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,0.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,155.0
KCPA,0.6,5.0,21.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,140.0
MIDAST[MMD],0.6,5.0,60.0
e-Divisive,0.6,5.0,9.0
KCPA,0.6,5.0,377.0
Neural-ECF,0.6,5.0,165.0
MIDAST[KS],0.6,5.0,180.0
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,439.0
KCPA,0.6,5.0,450.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,180.0
MIDAST[MMD],0.6,5.0,160.0
e-Divisive,0.6,5.0,10.0
KCPA,0.6,5.0,0.0
Neural-ECF,0.6,5.0,207.0
MIDAST[KS],0.6,5.0,0.0
MIDAST[MMD],0.6,5.0,230.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,3.0
Neural-ECF,0.6,5.0,262.0
MIDAST[KS],0.6,5.0,160.0
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,6.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,162.0
KCPA,0.6,5.0,162.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,20.0
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,20.0
KCPA,0.6,5.0,20.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,13.0
KCPA,0.6,5.0,9.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,120.0
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,13.0
KCPA,0.6,5.0,21.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,200.0
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,235.0
KCPA,0.6,5.0,300.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,128.0
KCPA,0.6,5.0,47.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,290.0
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,29.0
KCPA,0.6,5.0,14.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,1.0
KCPA,0.6,5.0,50.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,50.0
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,36.0
KCPA,0.6,5.0,4.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,290.0
MIDAST[MMD],0.6,5.0,140.0
e-Divisive,0.6,5.0,364.0
KCPA,0.6,5.0,8.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,280.0
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,32.0
KCPA,0.6,5.0,356.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,130.0
MIDAST[MMD],0.6,5.0,230.0
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,25.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,190.0
e-Divisive,0.6,5.0,22.0
KCPA,0.6,5.0,15.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,36.0
KCPA,0.6,5.0,13.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,20.0
MIDAST[MMD],0.6,5.0,290.0
e-Divisive,0.6,5.0,155.0
KCPA,0.6,5.0,306.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,210.0
