Method,rho2,param_y,MAE
Neural-ECF,0.9,1.95,13.0
MIDAST[KS],0.9,1.95,30.0
MIDAST[MMD],0.9,1.95,300.0
e-Divisive,0.9,1.95,48.0
KCPA,0.9,1.95,48.0
Neural-ECF,0.9,1.95,33.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,40.0
e-Divisive,0.9,1.95,19.0
KCPA,0.9,1.95,19.0
Neural-ECF,0.9,1.95,11.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,60.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,13.0
Neural-ECF,0.9,1.95,26.0
MIDAST[KS],0.9,1.95,240.0
MIDAST[MMD],0.9,1.95,20.0
e-Divisive,0.9,1.95,15.0
KCPA,0.9,1.95,16.0
Neural-ECF,0.9,1.95,10.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,14.0
KCPA,0.9,1.95,3.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,20.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,3.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,26.0
KCPA,0.9,1.95,26.0
Neural-ECF,0.9,1.95,2.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,20.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,13.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,60.0
e-Divisive,0.9,1.95,8.0
KCPA,0.9,1.95,9.0
Neural-ECF,0.9,1.95,25.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,50.0
e-Divisive,0.9,1.95,19.0
KCPA,0.9,1.95,23.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,43.0
Neural-ECF,0.9,1.95,70.0
MIDAST[KS],0.9,1.95,60.0
MIDAST[MMD],0.9,1.95,100.0
e-Divisive,0.9,1.95,9.0
KCPA,0.9,1.95,9.0
Neural-ECF,0.9,1.95,29.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,40.0
e-Divisive,0.9,1.95,31.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,30.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,13.0
Neural-ECF,0.9,1.95,9.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,50.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,22.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,140.0
e-Divisive,0.9,1.95,12.0
KCPA,0.9,1.95,12.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,30.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,16.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,11.0
KCPA,0.9,1.95,10.0
Neural-ECF,0.9,1.95,5.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,40.0
e-Divisive,0.9,1.95,36.0
KCPA,0.9,1.95,36.0
Neural-ECF,0.9,1.95,4.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,30.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,4.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,30.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,11.0
MIDAST[KS],0.9,1.95,80.0
MIDAST[MMD],0.9,1.95,90.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,3.0
Neural-ECF,0.9,1.95,29.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,280.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,50.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,19.0
Neural-ECF,0.9,1.95,6.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,60.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,5.0
Neural-ECF,0.9,1.95,20.0
MIDAST[KS],0.9,1.95,50.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,2.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,70.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,20.0
Neural-ECF,0.9,1.95,26.0
MIDAST[KS],0.9,1.95,70.0
MIDAST[MMD],0.9,1.95,40.0
e-Divisive,0.9,1.95,16.0
KCPA,0.9,1.95,19.0
Neural-ECF,0.9,1.95,6.0
MIDAST[KS],0.9,1.95,30.0
MIDAST[MMD],0.9,1.95,30.0
e-Divisive,0.9,1.95,15.0
KCPA,0.9,1.95,15.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,50.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,6.0
KCPA,0.9,1.95,16.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,110.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,0.0
Neural-ECF,0.9,1.95,16.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,25.0
KCPA,0.9,1.95,33.0
Neural-ECF,0.9,1.95,22.0
MIDAST[KS],0.9,1.95,50.0
MIDAST[MMD],0.9,1.95,50.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,4.0
Neural-ECF,0.9,1.95,37.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,210.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,137.0
Neural-ECF,0.9,1.95,24.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,70.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,3.0
Neural-ECF,0.9,1.95,48.0
MIDAST[KS],0.9,1.95,70.0
MIDAST[MMD],0.9,1.95,90.0
e-Divisive,0.9,1.95,28.0
KCPA,0.9,1.95,47.0
Neural-ECF,0.9,1.95,2.0
MIDAST[KS],0.9,1.95,50.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,25.0
KCPA,0.9,1.95,25.0
Neural-ECF,0.9,1.95,9.0
MIDAST[KS],0.9,1.95,30.0
MIDAST[MMD],0.9,1.95,40.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,3.0
Neural-ECF,0.9,1.95,
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,23.0
MIDAST[KS],0.9,1.95,50.0
MIDAST[MMD],0.9,1.95,60.0
e-Divisive,0.9,1.95,7.0
KCPA,0.9,1.95,7.0
Neural-ECF,0.9,1.95,18.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,30.0
e-Divisive,0.9,1.95,5.0
KCPA,0.9,1.95,5.0
Neural-ECF,0.9,1.95,15.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,170.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,14.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,250.0
e-Divisive,0.9,1.95,7.0
KCPA,0.9,1.95,7.0
Neural-ECF,0.9,1.95,10.0
MIDAST[KS],0.9,1.95,130.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,3.0
Neural-ECF,0.9,1.95,5.0
MIDAST[KS],0.9,1.95,60.0
MIDAST[MMD],0.9,1.95,20.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,5.0
Neural-ECF,0.9,1.95,39.0
MIDAST[KS],0.9,1.95,110.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,0.0
Neural-ECF,0.9,1.95,85.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,100.0
e-Divisive,0.9,1.95,1.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,9.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,70.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,4.0
Neural-ECF,0.9,1.95,16.0
MIDAST[KS],0.9,1.95,80.0
MIDAST[MMD],0.9,1.95,120.0
e-Divisive,0.9,1.95,11.0
KCPA,0.9,1.95,30.0
Neural-ECF,0.9,1.95,216.0
MIDAST[KS],0.9,1.95,30.0
MIDAST[MMD],0.9,1.95,220.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,217.0
Neural-ECF,0.9,1.95,38.0
MIDAST[KS],0.9,1.95,40.0
MIDAST[MMD],0.9,1.95,140.0
e-Divisive,0.9,1.95,10.0
KCPA,0.9,1.95,13.0
Neural-ECF,0.9,1.95,14.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,210.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,21.0
Neural-ECF,0.9,1.95,9.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,20.0
e-Divisive,0.9,1.95,8.0
KCPA,0.9,1.95,7.0
Neural-ECF,0.9,1.95,3.0
MIDAST[KS],0.9,1.95,210.0
MIDAST[MMD],0.9,1.95,10.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,64.0
Neural-ECF,0.9,1.95,18.0
MIDAST[KS],0.9,1.95,20.0
MIDAST[MMD],0.9,1.95,100.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,1.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,0.0
MIDAST[MMD],0.9,1.95,0.0
e-Divisive,0.9,1.95,2.0
KCPA,0.9,1.95,2.0
Neural-ECF,0.9,1.95,4.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,50.0
e-Divisive,0.9,1.95,4.0
KCPA,0.9,1.95,4.0
Neural-ECF,0.9,1.95,1.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,110.0
e-Divisive,0.9,1.95,3.0
KCPA,0.9,1.95,22.0
Neural-ECF,0.9,1.95,0.0
MIDAST[KS],0.9,1.95,10.0
MIDAST[MMD],0.9,1.95,70.0
e-Divisive,0.9,1.95,0.0
KCPA,0.9,1.95,0.0
Neural-ECF,-0.9,1.98,13.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,13.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,140.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,13.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,3.0
KCPA,-0.9,1.98,13.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,130.0
e-Divisive,-0.9,1.98,4.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,21.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,2.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,2.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,140.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,17.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,13.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,100.0
e-Divisive,-0.9,1.98,3.0
KCPA,-0.9,1.98,3.0
Neural-ECF,-0.9,1.98,15.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,36.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,7.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,3.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,9.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,12.0
KCPA,-0.9,1.98,12.0
Neural-ECF,-0.9,1.98,31.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,4.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,100.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,6.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,16.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,15.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,19.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,7.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,7.0
Neural-ECF,-0.9,1.98,6.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,300.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,10.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,280.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,19.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,100.0
e-Divisive,-0.9,1.98,3.0
KCPA,-0.9,1.98,3.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,16.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,14.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,16.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,80.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,10.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,11.0
Neural-ECF,-0.9,1.98,14.0
MIDAST[KS],-0.9,1.98,20.0
MIDAST[MMD],-0.9,1.98,90.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,2.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,40.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,3.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,140.0
e-Divisive,-0.9,1.98,6.0
KCPA,-0.9,1.98,8.0
Neural-ECF,-0.9,1.98,3.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,250.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,26.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,160.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,80.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,10.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,12.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,80.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,9.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,40.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,25.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,130.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,6.0
Neural-ECF,-0.9,1.98,2.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,4.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,40.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,6.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,3.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,8.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,300.0
e-Divisive,-0.9,1.98,3.0
KCPA,-0.9,1.98,8.0
Neural-ECF,-0.9,1.98,10.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,120.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,8.0
Neural-ECF,-0.9,1.98,12.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,39.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,21.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,7.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,5.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,140.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,29.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,300.0
e-Divisive,-0.9,1.98,6.0
KCPA,-0.9,1.98,19.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,15.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,5.0
KCPA,-0.9,1.98,10.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,300.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,9.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,6.0
KCPA,-0.9,1.98,6.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,8.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,140.0
e-Divisive,-0.9,1.98,6.0
KCPA,-0.9,1.98,6.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,80.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,10.0
MIDAST[KS],-0.9,1.98,40.0
MIDAST[MMD],-0.9,1.98,200.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,13.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,150.0
e-Divisive,-0.9,1.98,5.0
KCPA,-0.9,1.98,5.0
Neural-ECF,-0.9,1.98,12.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,150.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,3.0
Neural-ECF,-0.9,1.98,9.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,20.0
e-Divisive,-0.9,1.98,3.0
KCPA,-0.9,1.98,4.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,70.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,0.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,1.0
MIDAST[KS],-0.9,1.98,10.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,6.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,110.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,8.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,80.0
e-Divisive,-0.9,1.98,0.0
KCPA,-0.9,1.98,0.0
Neural-ECF,-0.9,1.98,0.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,30.0
e-Divisive,-0.9,1.98,1.0
KCPA,-0.9,1.98,1.0
Neural-ECF,-0.9,1.98,9.0
MIDAST[KS],-0.9,1.98,0.0
MIDAST[MMD],-0.9,1.98,10.0
e-Divisive,-0.9,1.98,2.0
KCPA,-0.9,1.98,2.0
Neural-ECF,-0.9,1.98,3.0
