Method,rho2,param_y,MAE
KCPA,0.6,5.0,122.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,36.0
Neural-ECF,0.6,5.0,111.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,100.0
e-Divisive,0.6,5.0,407.0
KCPA,0.6,5.0,97.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,130.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,388.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,392.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,270.0
e-Divisive,0.6,5.0,8.0
KCPA,0.6,5.0,337.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,70.0
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,390.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,9.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,14.0
KCPA,0.6,5.0,77.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,10.0
KCPA,0.6,5.0,306.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,98.0
KCPA,0.6,5.0,15.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,50.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,139.0
Neural-ECF,0.6,5.0,226.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,280.0
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,281.0
Neural-ECF,0.6,5.0,296.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,280.0
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,76.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,250.0
e-Divisive,0.6,5.0,53.0
KCPA,0.6,5.0,247.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,12.0
KCPA,0.6,5.0,416.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,12.0
KCPA,0.6,5.0,297.0
Neural-ECF,0.6,5.0,2.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,170.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,198.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,78.0
KCPA,0.6,5.0,146.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,26.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,60.0
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,3.0
Neural-ECF,0.6,5.0,185.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,170.0
e-Divisive,0.6,5.0,15.0
KCPA,0.6,5.0,298.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,163.0
KCPA,0.6,5.0,90.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,396.0
KCPA,0.6,5.0,253.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,70.0
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,124.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,110.0
e-Divisive,0.6,5.0,205.0
KCPA,0.6,5.0,79.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,170.0
e-Divisive,0.6,5.0,36.0
KCPA,0.6,5.0,9.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,39.0
KCPA,0.6,5.0,105.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,23.0
KCPA,0.6,5.0,53.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,191.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,347.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,20.0
KCPA,0.6,5.0,38.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,140.0
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,338.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,373.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,50.0
e-Divisive,0.6,5.0,5.0
KCPA,0.6,5.0,0.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,70.0
e-Divisive,0.6,5.0,17.0
KCPA,0.6,5.0,301.0
Neural-ECF,0.6,5.0,168.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,6.0
KCPA,0.6,5.0,8.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,43.0
KCPA,0.6,5.0,8.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,10.0
e-Divisive,0.6,5.0,1.0
KCPA,0.6,5.0,9.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,253.0
KCPA,0.6,5.0,271.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,8.0
KCPA,0.6,5.0,35.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,400.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,49.0
KCPA,0.6,5.0,427.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,39.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,15.0
KCPA,0.6,5.0,17.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,182.0
KCPA,0.6,5.0,434.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,48.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,41.0
KCPA,0.6,5.0,77.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,230.0
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,211.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,446.0
KCPA,0.6,5.0,54.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,210.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,189.0
Neural-ECF,0.6,5.0,238.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,104.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,210.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,187.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,50.0
e-Divisive,0.6,5.0,35.0
KCPA,0.6,5.0,437.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,290.0
e-Divisive,0.6,5.0,18.0
KCPA,0.6,5.0,284.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,50.0
e-Divisive,0.6,5.0,112.0
KCPA,0.6,5.0,450.0
Neural-ECF,0.6,5.0,109.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,70.0
e-Divisive,0.6,5.0,92.0
KCPA,0.6,5.0,4.0
Neural-ECF,0.6,5.0,210.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,180.0
e-Divisive,0.6,5.0,29.0
KCPA,0.6,5.0,430.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,3.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,170.0
e-Divisive,0.6,5.0,198.0
KCPA,0.6,5.0,368.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,14.0
KCPA,0.6,5.0,380.0
Neural-ECF,0.6,5.0,287.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,280.0
e-Divisive,0.6,5.0,11.0
KCPA,0.6,5.0,243.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,0.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,89.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,19.0
KCPA,0.6,5.0,362.0
Neural-ECF,0.6,5.0,223.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,220.0
e-Divisive,0.6,5.0,64.0
KCPA,0.6,5.0,72.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,250.0
e-Divisive,0.6,5.0,20.0
KCPA,0.6,5.0,390.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,4.0
KCPA,0.6,5.0,426.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,6.0
KCPA,0.6,5.0,3.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,110.0
e-Divisive,0.6,5.0,30.0
KCPA,0.6,5.0,41.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,51.0
KCPA,0.6,5.0,68.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,50.0
e-Divisive,0.6,5.0,9.0
KCPA,0.6,5.0,428.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,250.0
e-Divisive,0.6,5.0,8.0
KCPA,0.6,5.0,250.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,1.0
KCPA,0.6,5.0,34.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,13.0
KCPA,0.6,5.0,273.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,6.0
KCPA,0.6,5.0,68.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,80.0
e-Divisive,0.6,5.0,21.0
KCPA,0.6,5.0,284.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,10.0
KCPA,0.6,5.0,32.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,170.0
e-Divisive,0.6,5.0,141.0
KCPA,0.6,5.0,411.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,280.0
e-Divisive,0.6,5.0,0.0
KCPA,0.6,5.0,425.0
Neural-ECF,0.6,5.0,256.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,30.0
e-Divisive,0.6,5.0,7.0
KCPA,0.6,5.0,329.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,20.0
e-Divisive,0.6,5.0,27.0
KCPA,0.6,5.0,136.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,10.0
KCPA,0.6,5.0,4.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,300.0
e-Divisive,0.6,5.0,8.0
KCPA,0.6,5.0,227.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,160.0
e-Divisive,0.6,5.0,37.0
KCPA,0.6,5.0,443.0
Neural-ECF,0.6,5.0,153.0
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,46.0
KCPA,0.6,5.0,432.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,446.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,121.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,240.0
e-Divisive,0.6,5.0,54.0
KCPA,0.6,5.0,324.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,32.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,270.0
e-Divisive,0.6,5.0,3.0
KCPA,0.6,5.0,347.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,28.0
KCPA,0.6,5.0,445.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,130.0
e-Divisive,0.6,5.0,13.0
KCPA,0.6,5.0,449.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,180.0
e-Divisive,0.6,5.0,24.0
KCPA,0.6,5.0,179.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,160.0
e-Divisive,0.6,5.0,107.0
KCPA,0.6,5.0,321.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,9.0
KCPA,0.6,5.0,164.0
Neural-ECF,0.6,5.0,
MIDAST[KS],0.6,5.0,
MIDAST[MMD],0.6,5.0,
e-Divisive,0.6,5.0,2.0
KCPA,0.6,5.0,166.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,170.0
e-Divisive,0.9,5.0,5.0
KCPA,0.9,5.0,3.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,30.0
e-Divisive,0.9,5.0,8.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,5.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,220.0
MIDAST[KS],0.9,5.0,10.0
MIDAST[MMD],0.9,5.0,140.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,170.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,10.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,40.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,3.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,10.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,10.0
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,9.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,0.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,7.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,40.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,4.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,140.0
e-Divisive,0.9,5.0,8.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,130.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,250.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,4.0
KCPA,0.9,5.0,4.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,140.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,6.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,21.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,50.0
e-Divisive,0.9,5.0,4.0
KCPA,0.9,5.0,4.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,10.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,140.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,10.0
e-Divisive,0.9,5.0,6.0
KCPA,0.9,5.0,17.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,300.0
e-Divisive,0.9,5.0,4.0
KCPA,0.9,5.0,4.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,10.0
e-Divisive,0.9,5.0,8.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,170.0
e-Divisive,0.9,5.0,4.0
KCPA,0.9,5.0,5.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,180.0
e-Divisive,0.9,5.0,6.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,30.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,3.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,180.0
e-Divisive,0.9,5.0,4.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,0.0
e-Divisive,0.9,5.0,9.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,10.0
MIDAST[MMD],0.9,5.0,140.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,3.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,40.0
e-Divisive,0.9,5.0,15.0
KCPA,0.9,5.0,10.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,20.0
e-Divisive,0.9,5.0,10.0
KCPA,0.9,5.0,14.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,50.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,30.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,2.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,0.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,1.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,150.0
e-Divisive,0.9,5.0,8.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,30.0
e-Divisive,0.9,5.0,6.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,160.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,50.0
e-Divisive,0.9,5.0,3.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,288.0
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,40.0
e-Divisive,0.9,5.0,2.0
KCPA,0.9,5.0,0.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,120.0
e-Divisive,0.9,5.0,1.0
KCPA,0.9,5.0,3.0
Neural-ECF,0.9,5.0,
MIDAST[KS],0.9,5.0,
MIDAST[MMD],0.9,5.0,30.0
